n,m,p,it,diff,ns
23,22,0.6,50,0,2943856
29,30,0.6,50,0,3047080
29,30,0.6,50,0,2879323
29,30,0.6,50,0,2868218
29,30,0.6,50,0,2872549
29,30,0.6,50,0,2915221
29,30,0.6,50,0,2881069
29,30,0.6,50,0,3067125
29,30,0.6,50,0,2875621
29,30,0.6,50,0,2877368
29,30,0.6,50,0,3050642
29,30,0.6,50,0,2880370
29,30,0.6,50,0,2995328
29,30,0.6,50,0,3123556
29,30,0.6,50,0,3084445
29,30,0.6,50,0,2990998
29,30,0.6,50,0,2926396
29,30,0.6,50,0,2881278
29,30,0.6,50,0,2874504
29,30,0.6,50,0,2991627
29,30,0.6,50,0,2874015
29,30,0.6,50,0,2871640
29,30,0.6,50,0,3000077
29,30,0.6,50,0,3004058
29,30,0.6,50,0,3119295
29,30,0.6,50,0,2957615
29,30,0.6,50,0,3109029
29,30,0.6,50,0,2997982
29,30,0.6,50,0,2952655
29,30,0.6,50,0,3116851
29,30,0.6,50,0,3004548
29,30,0.6,50,0,2868567
29,30,0.6,50,0,2881628
29,30,0.6,50,0,2918573
29,30,0.6,50,0,2950700
29,30,0.6,50,0,3004826
29,30,0.6,50,0,2925417
29,30,0.6,50,0,2871291
29,30,0.6,50,0,2875831
29,30,0.6,50,0,2997214
29,30,0.6,50,0,2931284
29,30,0.6,50,0,2880790
29,30,0.6,50,0,2875272
29,30,0.6,50,0,2992674
29,30,0.6,50,0,2998890
29,30,0.6,50,0,2950980
29,30,0.6,50,0,2990928
29,30,0.6,50,0,2876180
29,30,0.6,50,0,2999170
29,30,0.6,50,0,3120204
29,30,0.6,50,0,3068521
29,30,0.6,50,0,2928980
29,30,0.6,50,0,3066635
29,30,0.6,50,0,2877158
29,30,0.6,50,0,2990370
29,30,0.6,50,0,2884351
29,30,0.6,50,0,2868218
29,30,0.6,50,0,2870453
29,30,0.6,50,0,3000916
29,30,0.6,50,0,2880790
29,30,0.6,50,0,2919971
29,30,0.6,50,0,2825686
29,30,0.6,50,0,2923392
29,30,0.6,50,0,2952865
29,30,0.6,50,0,3113708
29,30,0.6,50,0,2881907
29,30,0.6,50,0,2985690
29,30,0.6,50,0,2882955
29,30,0.6,50,0,2864865
29,30,0.6,50,0,2879951
29,30,0.6,50,0,2988693
29,30,0.6,50,0,2930656
29,30,0.6,50,0,3066147
29,30,0.6,50,0,2955938
29,30,0.6,50,0,2994839
29,30,0.6,50,0,2994001
29,30,0.6,50,0,2955449
29,30,0.6,50,0,2914663
29,30,0.6,50,0,3062096
29,30,0.6,50,0,2872967
29,30,0.6,50,0,2939107
29,30,0.6,50,0,2872269
29,30,0.6,50,0,2881139
29,30,0.6,50,0,2997144
29,30,0.6,50,0,2867171
29,30,0.6,50,0,2945672
29,30,0.6,50,0,2933589
29,30,0.6,50,0,2987506
29,30,0.6,50,0,2944833
29,30,0.6,50,0,3001614
29,30,0.6,50,0,2922345
29,30,0.6,50,0,2827641
29,30,0.6,50,0,3050502
29,30,0.6,50,0,2872199
29,30,0.6,50,0,3000706
29,30,0.6,50,0,2941621
29,30,0.6,50,0,2925068
29,30,0.6,50,0,2873456
29,30,0.6,50,0,3074248
29,30,0.6,50,0,2994351
29,30,0.6,50,0,2949024
34,35,0.6,50,0,4050063
34,35,0.6,50,0,4026037
34,35,0.6,50,0,4021219
34,35,0.6,50,0,4023453
34,35,0.6,50,0,4069269
34,35,0.6,50,0,4025549
34,35,0.6,50,0,4027294
34,35,0.6,50,0,4088824
34,35,0.6,50,0,4085612
34,35,0.6,50,0,4091129
34,35,0.6,50,0,4087916
34,35,0.6,50,0,4086100
34,35,0.6,50,0,4082050
34,35,0.6,50,0,4019053
34,35,0.6,50,0,4020590
34,35,0.6,50,0,4028272
34,35,0.6,50,0,4023384
34,35,0.6,50,0,4022336
34,35,0.6,50,0,4024640
34,35,0.6,50,0,4067383
34,35,0.6,50,0,3980083
34,35,0.6,50,0,4071923
34,35,0.6,50,0,4024850
34,35,0.6,50,0,4021009
34,35,0.6,50,0,4083028
34,35,0.6,50,0,4019053
34,35,0.6,50,0,4020869
34,35,0.6,50,0,3976171
34,35,0.6,50,0,4066336
34,35,0.6,50,0,4034768
34,35,0.6,50,0,4023732
34,35,0.6,50,0,4072132
34,35,0.6,50,0,4095808
34,35,0.6,50,0,3970375
34,35,0.6,50,0,4013676
34,35,0.6,50,0,4018634
34,35,0.6,50,0,3950889
34,35,0.6,50,0,3975892
34,35,0.6,50,0,4074087
34,35,0.6,50,0,4024152
34,35,0.6,50,0,4024570
34,35,0.6,50,0,4025758
34,35,0.6,50,0,4019542
34,35,0.6,50,0,4023174
34,35,0.6,50,0,4021987
34,35,0.6,50,0,4024012
34,35,0.6,50,0,4023314
34,35,0.6,50,0,4020520
34,35,0.6,50,0,4016888
34,35,0.6,50,0,4033092
34,35,0.6,50,0,4013816
34,35,0.6,50,0,4027294
34,35,0.6,50,0,4022615
34,35,0.6,50,0,4022685
34,35,0.6,50,0,4015142
34,35,0.6,50,0,4022127
34,35,0.6,50,0,4014862
34,35,0.6,50,0,3978964
34,35,0.6,50,0,4017098
34,35,0.6,50,0,4020520
34,35,0.6,50,0,4070107
34,35,0.6,50,0,3977987
34,35,0.6,50,0,4067523
34,35,0.6,50,0,3977218
34,35,0.6,50,0,4011790
34,35,0.6,50,0,4020101
34,35,0.6,50,0,3973797
34,35,0.6,50,0,4072272
34,35,0.6,50,0,4018006
34,35,0.6,50,0,4019263
34,35,0.6,50,0,4025619
34,35,0.6,50,0,4016748
34,35,0.6,50,0,3978127
34,35,0.6,50,0,4012977
34,35,0.6,50,0,4011650
34,35,0.6,50,0,3975753
34,35,0.6,50,0,4068151
34,35,0.6,50,0,3974635
34,35,0.6,50,0,4020380
34,35,0.6,50,0,4029041
34,35,0.6,50,0,4064100
34,35,0.6,50,0,3972819
34,35,0.6,50,0,4082119
