n,m,ns
5,1,16762
5,1,17530
5,1,17670
5,1,17460
5,1,17320
5,1,16552
5,1,16832
5,1,16692
5,1,17461
5,1,17251
5,1,17180
5,1,17251
5,1,17251
5,1,16133
5,1,16622
5,1,17041
5,1,17041
5,1,17321
5,1,17530
5,1,17181
5,1,17181
5,1,17321
5,1,17390
5,1,17320
5,1,16482
5,1,17321
5,1,16483
5,1,17390
5,1,17320
5,1,17111
5,1,17181
5,1,17320
5,1,16552
5,1,17390
5,1,16413
5,1,17250
5,1,17251
5,1,17250
5,1,16971
5,1,16552
5,1,17250
5,1,17251
5,1,17320
5,1,17320
5,1,17390
5,1,17320
5,1,17041
5,1,17460
5,1,17460
5,1,17390
5,1,17460
5,1,17320
5,1,16692
5,1,17320
5,1,16832
5,1,17739
5,1,17391
5,1,16482
5,1,17320
5,1,17181
5,1,17111
5,1,17251
5,1,17321
5,1,17461
5,1,17180
5,1,17041
5,1,17181
5,1,17251
5,1,17320
5,1,16971
5,1,17042
5,1,17251
5,1,17250
5,1,17251
5,1,17250
5,1,16971
5,1,17181
5,1,16622
5,1,17181
5,1,17180
5,1,17181
5,1,16971
5,1,17390
5,1,17390
5,1,17250
5,1,17181
5,1,17110
5,1,17321
5,1,17390
5,1,17180
5,1,17250
5,1,17111
5,1,17390
5,1,17460
5,1,17250
5,1,16692
5,1,17181
5,2,20603
5,2,17600
5,2,16692
5,2,16412
5,2,16762
5,2,17250
5,2,17739
5,2,16273
5,2,16343
5,2,16971
5,2,17181
5,2,17320
5,2,16273
5,2,17181
5,2,17321
5,2,16552
5,2,17251
5,2,17251
5,2,17250
5,2,17460
5,2,17320
5,2,16831
5,2,17390
5,2,17320
5,2,16692
5,2,17320
5,2,17320
5,2,17111
5,2,17250
5,2,16901
5,2,17181
5,2,17530
5,2,17111
5,2,17460
5,2,17390
5,2,16762
5,2,17110
5,2,16552
5,2,16552
5,2,17251
5,2,17111
5,2,17251
5,2,17111
5,2,17181
5,2,17250
5,2,17250
5,2,17530
5,2,17390
5,2,17041
5,2,16901
5,2,17250
5,2,17111
5,2,16622
5,2,17251
5,2,16692
5,2,17041
5,2,17181
5,2,17180
5,2,16762
5,2,17391
5,2,17321
5,2,17320
5,2,17251
5,2,17181
5,2,17181
5,2,17111
5,2,16482
5,2,17181
5,2,17250
5,2,17460
5,2,17390
5,2,17460
5,2,17111
5,2,17390
5,2,16762
5,2,17390
5,2,17460
5,2,17111
5,2,17460
5,2,17391
5,2,17111
5,2,17320
5,2,17181
5,2,16553
5,2,17181
5,2,17390
5,2,17320
5,2,17251
5,2,16762
5,2,17390
5,2,17180
5,2,17460
5,2,17321
5,2,17251
5,2,16761
5,2,16552
5,2,17320
5,2,17111
5,2,16761
5,2,17391
5,3,22489
5,3,20743
5,3,20533
5,3,21371
5,3,21162
5,3,20464
5,3,21651
5,3,20324
5,3,20254
5,3,21162
5,3,22069
5,3,20952
5,3,20464
5,3,20254
5,3,20673
5,3,21022
5,3,21162
5,3,21022
5,3,20603
5,3,21022
5,3,21022
5,3,20463
5,3,21091
5,3,21162
5,3,21091
5,3,20463
5,3,20323
5,3,20184
5,3,20882
5,3,21021
5,3,21092
5,3,21091
5,3,20952
5,3,21092
5,3,20184
5,3,20952
5,3,20952
5,3,20952
5,3,21161
5,3,21022
5,3,20882
5,3,21022
5,3,21092
5,3,21091
5,3,20952
5,3,20952
5,3,21022
5,3,21162
5,3,20324
5,3,20952
5,3,20324
5,3,28145
5,3,20254
5,3,21092
5,3,20882
5,3,21162
5,3,21162
5,3,20882
5,3,21161
5,3,20394
5,3,21232
5,3,21162
5,3,21022
5,3,21022
5,3,20882
5,3,20882
5,3,21231
5,3,20812
5,3,20952
5,3,21091
5,3,20673
5,3,20953
5,3,20952
5,3,20952
5,3,20882
5,3,20952
5,3,20813
5,3,21161
5,3,21022
5,3,20812
5,3,20882
5,3,20743
5,3,20882
5,3,21022
5,3,20812
5,3,20743
5,3,20184
5,3,20882
5,3,20812
5,3,21092
5,3,21092
5,3,21092
5,3,21092
5,3,21162
5,3,20323
